Path,sp,sr,k,optimized_score,real_score
metal_dataset/train/Pitted/PS_249.bmp,39.19963025399451,49.85179733807344,24,3.4682539682539684,1.0338882282996433
metal_dataset/train/Crazing/Cr_293.bmp,20.429526516671622,48.311212031819785,10,17.545454545454547,1.0288018433179724
metal_dataset/train/Crazing/Cr_229.bmp,37.19702732857242,40.81749728646107,10,21.45205479452055,1.02012297372834
metal_dataset/train/Crazing/Cr_96.bmp,42.420532865967324,43.24333180451863,10,16.306451612903224,1.0279232111692844
metal_dataset/train/Pitted/PS_268.bmp,7.706340592265427,48.15485280836431,11,14.166666666666666,1.0544090056285178
metal_dataset/train/Inclusion/In_247.bmp,16.669708108583134,48.737781796403695,16,12.592592592592593,1.227542372881356
metal_dataset/train/Crazing/Cr_60.bmp,5.061570217146562,47.909440029048596,28,21.318181818181817,1.0486257928118394
metal_dataset/train/Inclusion/In_4.bmp,1.0103352923258977,49.95435050067197,19,19.333333333333332,1.267702147099132
metal_dataset/train/Pitted/PS_243.bmp,3.4028108429227912,48.954820546146436,11,77.33333333333333,1.0430563978168588
metal_dataset/train/Rolled/RS_213.bmp,39.58935077021485,42.11865886204588,12,10.88,1.0715426381347812
metal_dataset/train/Pitted/PS_96.bmp,11.015770385241249,46.59929199639029,17,32.92857142857143,1.0874615647420567
metal_dataset/train/Scratches/Sc_254.bmp,3.571611769968921,34.81382406057108,10,82.0,1.1932230738200889
metal_dataset/train/Pitted/PS_146.bmp,47.92402361886709,41.86678207820323,10,16.13888888888889,1.0376607470912431
metal_dataset/train/Inclusion/In_259.bmp,42.79887475115435,40.47571859596939,17,13.785714285714286,1.259846084200996
metal_dataset/train/Pitted/PS_54.bmp,3.789321126909313,28.650720670082965,21,19.098360655737704,1.1049317943336832
metal_dataset/train/Scratches/Sc_214.bmp,49.90033843844045,48.013827263787455,21,12.688888888888888,1.209451341609932
metal_dataset/train/Scratches/Sc_211.bmp,33.5483462370473,43.151018236665834,14,10.102564102564102,1.1939090208172707
metal_dataset/train/Patches/Pa_35.bmp,1.1754819571625195,49.26359533789847,17,4.175925925925926,1.0327260458839407
metal_dataset/train/Patches/Pa_135.bmp,49.65214896181756,48.32696128979395,11,11.430379746835444,1.0278260869565217
metal_dataset/train/Pitted/PS_245.bmp,4.671510434995284,48.151082433968384,25,14.678571428571429,1.096687855470057
metal_dataset/train/Scratches/Sc_72.bmp,44.64427741807994,49.90127344878115,10,23.823529411764707,1.1109943977591037
metal_dataset/train/Crazing/Cr_189.bmp,40.92018798386794,41.9214137407665,10,15.411764705882353,1.0236063708759955
metal_dataset/train/Pitted/PS_35.bmp,2.2272423969759596,40.39832046337124,11,46.666666666666664,1.1066997518610422
metal_dataset/train/Rolled/RS_288.bmp,21.19436362644269,45.08443256449216,10,8.876190476190477,1.0882638215324927
metal_dataset/train/Inclusion/In_85.bmp,15.27575828201583,49.02031404555163,22,11.022222222222222,1.3566362715298885
metal_dataset/train/Crazing/Cr_211.bmp,3.0507324572536216,49.19646382849431,11,35.0,1.0488698839340256
metal_dataset/train/Pitted/PS_195.bmp,3.0328199246160814,40.0547640279582,28,154.0,1.478082992402104
metal_dataset/train/Crazing/Cr_97.bmp,45.09611608200782,46.40448194094181,10,12.5,1.0259890268553278
metal_dataset/train/Crazing/Cr_245.bmp,12.431400749958813,48.834774439559816,11,24.22222222222222,1.0306004618937645
metal_dataset/train/Patches/Pa_150.bmp,1.04538451641438,49.114109210068136,10,24.741935483870968,1.0603076923076924
metal_dataset/train/Pitted/PS_66.bmp,9.266088650488971,49.928585608994176,27,39.111111111111114,1.0630427790286265
metal_dataset/train/Inclusion/In_207.bmp,49.83251434832761,49.05387437551538,11,9.88888888888889,1.261388766032729
metal_dataset/train/Crazing/Cr_92.bmp,39.79999030789076,43.648726805260566,11,15.61,1.0256336405529953
metal_dataset/train/Scratches/Sc_160.bmp,1.0914003770544989,46.50819993570547,12,14.016949152542374,1.2245881880273202
metal_dataset/train/Rolled/RS_292.bmp,39.84802080780598,42.87981448786546,11,9.00925925925926,1.065632072421597
metal_dataset/train/Pitted/PS_90.bmp,8.59840069186828,47.8607775735628,16,81.5,1.1123355847849272
metal_dataset/train/Inclusion/In_88.bmp,2.9201606976566628,47.429950292243944,11,14.266666666666667,1.2954333643988816
metal_dataset/train/Pitted/PS_247.bmp,49.42284168562705,45.699629344202044,29,4.325581395348837,1.0341880341880343
metal_dataset/train/Scratches/Sc_244.bmp,49.75587680390229,48.98743039375255,12,50.0,1.4262905800957957
metal_dataset/train/Crazing/Cr_247.bmp,49.11824311288837,41.536488831952525,10,11.38679245283019,1.026473099914603
metal_dataset/train/Scratches/Sc_222.bmp,2.164328501412941,49.24473618646672,13,24.391304347826086,1.4302264349657714
metal_dataset/train/Patches/Pa_270.bmp,5.593692067276886,36.830684549166435,26,6.777777777777778,1.034256559766764
metal_dataset/train/Scratches/Sc_268.bmp,4.392242070846905,40.58219699065545,15,68.75,1.3006802721088435
metal_dataset/train/Rolled/RS_26.bmp,49.99616894296308,48.79352524547967,10,14.649122807017545,1.0839091806515302
metal_dataset/train/Rolled/RS_284.bmp,34.66975920469046,45.69929825233344,10,14.078125,1.0731391585760517
metal_dataset/train/Inclusion/In_122.bmp,39.97644889832346,48.91779166337608,10,12.423728813559322,1.156576980568012
metal_dataset/train/Rolled/RS_234.bmp,6.738263470683903,49.21820837929108,10,14.45945945945946,1.0962585034013606
