Indice,Numero de clusters,sp,sr,D.V.Index,evaluacion,defecto
332,224,8.017106233130619,10.690874385607867,29787.465115223466,3329.181572952049,Patches
333,224,2.3719169626560106,17.456933411395546,292108.1909086899,4066.9760963559197,Inclusion
334,207,8.384438541250113,35.68929447278711,218246.14556491663,3671.268506373248,Scratches
335,213,5.167550774372708,25.00185376949226,262736.51630409836,3834.6937838336,Inclusion
336,183,28.739701257633936,5.073318093627422,143421.31019378625,3134.771677422702,Inclusion
337,207,9.179298536011498,10.38436077301063,360159.42275325,3820.863157680202,Scratches
338,243,1.1389255157365632,6.989989633012823,244085.48192243025,4348.977551609693,Inclusion
339,223,1.9138646814319564,34.213716870623486,301055.51283199736,4058.526412290048,Crazing
340,198,2.165342886939249,21.698750478449313,223605.62823263308,3518.5782012912873,Rolled
341,244,1.0434943312616878,18.464152101751687,66852.01634561633,3910.998762806049,Scratches
342,212,6.450767207916294,14.6002753553427,533458.7985262714,4033.3036726505793,Crazing
343,206,10.177579798687326,20.52241408112481,145857.2666549392,3533.764734024802,Crazing
344,220,3.2222057994195454,21.33166703708884,125879.80735205012,3727.171217059373,Rolled
345,208,2.9350202392145692,7.1640494355104645,598818.533497072,3991.8859444024174,Inclusion
346,199,5.372217591266422,21.087705012448236,257131.2513256533,3576.4569421895526,Crazing
347,223,1.12217014669483,44.370337774293525,105102.54856462688,3719.960702354988,Scratches
348,213,4.350123351607239,3.396292817780952,128537.69513642206,3615.000212290217,Scratches
349,174,2.729047667771251,13.238704138642468,283222.7463736857,3151.414504347923,Scratches
350,206,6.148178821966672,21.96824894398692,55497.92632665925,3246.59012665388,Inclusion
351,211,7.185067037886755,15.635152741908408,52101.526874018666,3306.1670247360853,Inclusion
352,236,11.461223409566553,12.045850398567858,311038.7209095333,4306.229381101187,Crazing
353,194,27.265132026738645,4.160370274879926,309996.98980423453,3538.927568085634,Inclusion
354,188,1.8994798384359155,50.47086724111411,67030.74355039207,3014.116639564619,Inclusion
355,211,6.191695843061623,47.33555702547505,231937.8312570993,3760.7328911072063,Scratches
356,181,4.225240307514717,48.49041926780995,212441.79534909409,3203.1041663300766,Scratches
357,219,2.783994558679809,35.66643358215233,698341.3470593455,4251.572458110266,Inclusion
358,214,2.3519089922672802,39.78227875177133,89763.5734917882,3521.1222929439105,Patches
359,195,23.160229107538807,47.44848595824528,206759.04779433162,3443.2302328472338,Patches
360,197,16.879011350170284,8.486276220518326,92278.47036432581,3249.2601744366775,Rolled
361,237,21.055045381119808,5.195402735445041,324820.62692399055,4339.300242734987,Patches
362,198,1.032020594296986,19.61969863427985,214020.00389579902,3506.062452222659,Scratches
363,191,8.421151287558686,23.167652151256526,408473.7553875627,3560.217817645007,Pitted
364,180,19.30080099572953,17.98093197902309,388351.5664716059,3342.0606767504255,Inclusion
365,192,15.978858404045184,27.614431253019802,349539.01665228046,3535.6980436255694,Pitted
366,204,2.0529269742577236,16.841947659609716,123375.00778815661,3450.188892638738,Rolled
367,200,3.214421530728755,12.32410954109281,97905.31259667179,3315.819905176853,Rolled
368,232,3.0653477619918217,7.840645818979724,65277.05252194517,3710.674884626836,Inclusion
369,217,1.1246484233332563,46.5480790125673,232116.94490570956,3867.914833438571,Scratches
370,180,2.6528747072125154,6.9373471853883935,481960.7991936975,3398.140130848583,Pitted
371,229,1.3680298022078787,5.331293340481173,146517.58219224314,3929.8035686747207,Scratches
372,176,16.834715879957052,1.3808583548751803,307766.2494719923,3208.739688828744,Inclusion
373,204,1.5604427340182285,17.15578929413816,295933.94200578466,3707.682792537786,Crazing
374,174,45.38234561376242,5.039164660015175,984102.6595044611,3464.070177633077,Pitted
375,248,1.1568032544076092,53.183724150345526,811855.2955248349,4868.4540438117065,Patches
376,196,7.292757534269878,13.363057411090193,492164.96900726814,3706.121359943934,Rolled
377,209,1.1339115297100664,9.28205099386252,92327.12967169807,3447.3436062214664,Inclusion
378,209,2.2990367249427823,35.337830958908015,130568.83020900062,3551.8402606396103,Pitted
379,184,21.452210635101487,3.7240080413763126,152770.70518326896,3168.665545193855,Rolled
380,209,3.0917537715116117,21.33333548369228,240863.4065378489,3736.4718416104824,Rolled
381,215,23.490141550943534,11.338182156696682,41406.147892442794,3297.574834833488,Pitted
382,188,37.40069833702982,4.519542081744078,102022.10438742001,3128.042180883734,Crazing
383,235,1.4618613308561128,19.244683289994196,305964.010652277,4282.405573110869,Inclusion
384,177,2.0857225348129003,4.155375951905977,205062.7889598924,3123.289996714151,Inclusion
385,229,1.2109529061110558,19.995576039447826,388627.8507491993,4252.078817059456,Inclusion
386,208,2.2439552116609716,31.32940685648878,105025.8358487274,3469.520026336797,Pitted
387,198,20.948516678563546,19.52455926828427,190784.56815169915,3473.2338213488883,Inclusion
388,207,21.231412152998143,50.894110800203386,277848.0890313703,3743.374915999693,Patches
389,222,25.159935482931893,8.49487455219072,183998.78037100547,3882.632742494018,Patches
390,212,5.397111514943578,44.2688136992075,88746.96341679047,3484.7309489097993,Inclusion
391,237,2.2082685108517452,34.29148939454483,27889.2600994218,3499.879023432869,Scratches
392,202,9.27229331002404,8.582957118246679,83211.09776635314,3301.586642920676,Crazing
393,204,22.551641462336747,15.206468726960132,267464.9280553825,3677.9140011461964,Inclusion
394,183,39.217214643387734,6.885456889481779,309559.3971798176,3337.8937815425957,Pitted
395,213,2.282984094374569,27.611504475560952,98500.94232665972,3533.212029974031,Rolled
396,200,3.8308894990358526,41.49902791331106,480645.81453797093,3774.922929057206,Pitted
397,219,26.101950046640017,8.320214201208533,257313.49755934995,3936.123706824356,Pitted
398,191,26.711223969342853,5.5411393685586425,366452.9477772946,3530.304272797501,Rolled
399,227,8.067456321878161,37.36335167538838,179174.18783158864,3961.3777467068144,Patches
400,216,13.224920671059277,7.18774956065303,87417.41385666869,3545.77674481259,Pitted
401,191,2.4940691937147266,55.37261627764582,258044.10437702757,3433.6563054433263,Inclusion
402,212,19.346107164617468,10.746420864753423,218688.70831247407,3760.566071500803,Scratches
403,217,10.65202408091823,15.5191919304924,502522.38780755753,4109.725750967765,Inclusion
404,166,29.09870055577591,7.094437592514884,365888.41080487095,3067.8533363260003,Inclusion
405,211,2.7659256084333723,23.912443070692582,159277.97934175283,3646.330519914107,Crazing
406,250,1.2192941378978017,13.546282394296304,279473.30545257713,4523.087740422461,Pitted
407,204,13.561403514443478,16.07824984940941,65151.1188354075,3262.2664761058504,Inclusion
408,203,4.725040441309689,11.968408082391223,323707.0283004926,3715.7788202921115,Crazing
409,225,9.325256228372691,19.17703436593014,509534.7601255872,4265.734734875288,Pitted
410,215,5.9884175606464005,8.641321512359495,67258.90172429489,3448.0490841568617,Rolled
411,217,2.0581003840760888,58.24269185981502,431551.57032667217,4062.060637763077,Scratches
412,201,1.089655877184483,35.71724998459183,1012197.3766624061,4009.7609011535174,Scratches
413,182,23.992202467954115,6.818612746655259,179305.97631786714,3176.2756568943173,Rolled
414,200,41.487764168107596,3.5700305350504467,325056.96213377686,3662.06660576917,Pitted
415,213,1.0638314171725751,18.30335622198904,88955.32480911115,3501.8889827903054,Scratches
416,188,25.14283150028233,9.657831901521723,361947.1792905076,3471.498893751294,Rolled
417,208,41.43224319605718,15.019107444043478,242012.3827433157,3720.0220388008083,Patches
418,216,15.485835571696308,12.226153696967671,201451.1200425452,3805.935185047563,Inclusion
419,214,26.240640834805596,5.668500416175768,125431.72232886402,3624.4201450186465,Patches
420,176,2.0714088952256238,48.39996629110324,325688.29575232934,3223.1112934286452,Scratches
421,168,1.199069403969399,44.067559594817425,168518.52087671022,2916.9080022869857,Scratches
422,212,1.1954033968924986,42.5882449776478,611081.5276134952,4074.8531331157114,Crazing
423,215,2.542837439341514,25.896635869325102,329229.56955153577,3940.6778940186364,Rolled
424,216,6.805960082540009,18.790202511585097,159735.78121256255,3733.6308459839474,Patches
425,237,1.883228476768739,58.8157032885691,182272.5529593558,4141.749860417778,Scratches
426,206,2.3532037888371438,27.539175966175435,226746.68921417743,3664.8887237988943,Crazing
427,198,2.052781531568428,28.40310097199131,403902.7230466691,3687.4823726914756,Rolled
428,199,1.0952951938196671,48.292434535680044,47435.8481119478,3091.2043340959713,Scratches
429,212,32.326010692314014,2.5446554914921915,91869.61990151477,3495.307650728332,Patches
430,208,16.364924943428107,3.7938643767096614,110929.36018709729,3485.930600932073,Crazing
431,236,1.2685124193137618,10.501928262947764,108210.9482718991,3946.742919266911,Pitted
432,233,13.363208026054052,5.439574274405328,186689.50787309467,4079.895548364669,Patches
433,237,3.579390239143928,45.42867562953315,283304.0400308646,4292.542020983099,Patches
434,205,1.2292933240739108,28.74024555603522,128192.98047595995,3478.4313367445498,Crazing
435,188,5.651098311706375,26.751427501143255,262314.53381539823,3384.176385041433,Crazing
436,219,1.0522608355161545,41.502743621545136,184111.74317118787,3830.3586449932327,Crazing
437,175,5.106585812571877,44.358125611556545,601305.947121413,3359.604447813003,Scratches
438,214,7.135119892036373,34.78676963557959,283378.85986669426,3876.0477388179283,Patches
439,229,1.16104794760588,34.74987425429175,116698.75248249038,3854.6263813901737,Pitted
440,173,37.01668470403857,3.3782333245261658,187519.6775742475,3030.386067086465,Crazing
441,226,35.19191054504478,6.500193131774343,29538.80183762729,3356.1731534380724,Patches
442,202,9.166171997905806,15.108706754599446,115166.36099500324,3396.2986907442028,Crazing
443,214,8.645293310502836,31.11354816036676,195811.76578890474,3761.9290969234003,Patches
444,194,4.402732521374068,25.27942664896565,76054.91965592095,3145.662266701663,Crazing
445,233,1.4805100875032842,18.55580704229073,248599.76045492792,4176.167433698386,Crazing
446,218,3.51640625806526,33.4293497656476,336114.8992827644,4002.173703505038,Scratches
447,227,5.479420028664102,29.364153631931742,63692.72074889168,3622.656879791422,Pitted
448,211,2.169963595591633,15.737413433256506,45710.35854901906,3266.329271652328,Crazing
449,194,26.180438627743385,8.872929022961417,324324.4833976381,3551.573211932573,Pitted
450,216,2.7876260947024187,36.60042470882886,201590.4019971184,3806.150564052188,Scratches
451,212,4.980604250250137,32.64446394494796,56536.840707071206,3346.8235731232767,Scratches
452,210,23.081701060014158,4.200714239584553,266299.9384986749,3784.7654396576754,Pitted
453,187,22.77427078163336,11.697425808346742,269199.3554970799,3373.1649854781963,Pitted
454,229,1.7160404310136173,7.771985649722389,112829.88199454776,3843.4878362110107,Patches
455,190,18.461223401874093,5.161897436290751,80030.8084637966,3094.7708939359154,Rolled
456,187,3.400720009431171,54.5120968012606,325720.9395079193,3424.5827883751376,Scratches
457,240,1.021527276037689,57.1385648054565,1057301.3331465381,4802.869242198642,Patches
458,225,46.7197323506976,18.361095849347468,422522.0548345453,4204.950102830156,Patches
459,198,1.125072060175908,23.874751023500156,296603.21078630403,3599.278588573025,Rolled
460,210,27.07416639769027,16.903858259633687,124177.60165729941,3553.6295439909777,Pitted
461,240,11.190844249408094,14.101709935732464,330684.6023428396,4400.423122887383,Patches
462,213,27.439978951226863,3.1110438436184413,284190.0403789723,3858.813748053889,Crazing
463,222,9.396692738482573,11.874374060812336,77058.43169764974,3603.8736752757786,Inclusion
464,227,2.507750358634982,46.19612629661488,425037.01334671717,4244.270972752241,Patches
465,244,3.4675463924292265,34.558984668846286,802148.4490358203,4785.696373427891,Scratches
466,230,17.94377753073446,16.69950809020148,188208.64286843725,4030.053871671073,Pitted
467,203,44.78629633950646,9.822377045369052,333583.58463010914,3724.5808205427966,Inclusion
468,165,4.624874297598698,11.960175257073448,413066.3179741197,3078.2422934972774,Scratches
469,214,24.90588255737698,48.01141272732572,290081.3346139027,3883.2649596385936,Patches
470,224,1.0284444424331765,32.82935297651154,56314.32587822037,3534.992016126,Crazing
471,208,1.8575132137706625,27.65093442853417,113236.86453655137,3492.1087098461867,Patches
472,164,37.750979832198,12.231901818881248,135553.8618249601,2795.9550970725504,Inclusion
473,214,29.35272719885199,5.095346288469262,16353.421911565087,2995.423254398496,Rolled
474,189,3.2943677915718435,38.5306568983546,628620.3461807189,3640.4857645722386,Scratches
475,204,1.7543921888166922,23.983548783959694,169364.96744205363,3543.4342965508786,Rolled
476,202,1.1566615231379873,30.63950633330178,94387.14740058467,3338.3131660507806,Scratches
477,190,2.949379273452807,28.795174374844777,106184.76363981914,3172.281276428755,Rolled
478,212,1.5855211396419302,44.44325168296085,160491.21444501876,3665.9325772669768,Scratches
479,212,2.213294883966526,16.61363280724048,79147.27469966233,3449.7174354572517,Crazing
480,190,20.385890086521318,5.7693254621263215,361449.45177182177,3508.052531577711,Pitted
481,207,2.437071937845868,26.609041374688815,257521.16715536063,3720.68661947799,Rolled
482,214,8.059251443169474,14.207486069686706,153772.80962062083,3687.314352686914,Patches
483,226,4.03645658829868,42.30934549116952,199925.58815184212,3979.6574150770643,Patches
484,199,10.85075237400775,13.9589038475516,646332.4771630227,3841.0814752329543,Crazing
485,190,1.0741826545219109,56.93494199406637,162987.36688703104,3289.7361178510982,Scratches
486,186,5.377643489044768,58.73489501126734,199209.29676179,3274.330133989687,Scratches
487,221,13.34115655198473,14.924033052536636,45873.542406940534,3422.2678082176253,Patches
488,188,30.84387181317073,5.850797707181903,178495.54005857106,3279.7593582902787,Rolled
489,207,4.14669332960529,30.384565504775598,78463.40817836579,3365.76460307302,Inclusion
490,229,1.0976898987848178,59.905248032720216,441711.9066346545,4294.3788789141645,Patches
491,189,19.300731977005263,6.490539312812437,47107.93089853782,2933.9759634073816,Crazing
492,210,19.96654141460003,9.620066166809668,196090.9514000993,3692.0443220777806,Inclusion
493,226,1.6180262778578935,59.10083358872353,323228.4271589139,4136.295970480473,Scratches
494,227,1.0665838161775838,17.557195468834006,75286.59581510276,3677.4239273505755,Pitted
495,170,32.012521605518984,10.053127472957716,142068.5267146926,2909.758667452952,Rolled
496,204,2.4659473335823217,25.0778239576932,289989.2859258341,3701.7105749335947,Rolled
497,179,5.4843760907691435,27.68200906157438,147898.19005590456,3074.1898320183914,Rolled
498,234,2.134555996975406,49.381930185308256,294496.602742001,4251.2866030269315,Patches
499,164,1.1492934553881762,44.347994721675406,444708.96064713504,3077.050319627916,Scratches
500,199,21.336959729463242,7.434780431836799,242405.45246455504,3559.525462252137,Inclusion
501,185,12.952119046022935,59.91401443028284,112316.64135099492,3103.7842522558262,Patches
502,170,12.512859144548646,29.15904333148976,87007.91062437462,2789.5060221920603,Crazing
503,207,30.823069936879257,7.046350321373729,180464.91954350716,3614.5012911133726,Pitted
504,198,2.934842463480606,10.712280931130422,56512.583149912694,3125.6843339319375,Crazing
505,196,1.1068008213292704,16.55493655273394,1150673.4556127116,3946.2732208222446,Scratches
506,191,24.819132214243233,27.935680993509095,94125.77315973962,3155.7597182599784,Patches
507,179,2.6304325320060764,45.890377601479706,155472.09306944782,3087.087004969779,Crazing
508,212,3.329949933102753,38.91466882793355,158385.17279411756,3661.8924847978465,Inclusion
509,200,15.658023983305794,10.839818285487981,176099.96461530591,3485.207018743529,Crazing
510,200,2.1587255643289294,25.490545762839478,22267.934837690555,2888.5360292272153,Inclusion
511,199,10.465924741454824,15.739841190147075,98292.72095098523,3300.374595350518,Rolled
512,206,28.571326736168423,20.062619205530275,76366.5114867493,3341.454415153488,Pitted
513,190,2.4007505289170767,29.895213280843368,100376.72120465139,3156.862388176763,Rolled
514,232,1.5935194782336257,50.27406081306118,405757.9945315468,4322.220318721713,Patches
515,214,19.415744447832015,8.956327764403225,313579.2066057375,3907.312659640291,Crazing
516,229,3.01406370058989,5.571970504065607,136065.85107451602,3905.35352143634,Pitted
517,216,43.13117840546636,5.4166863559184755,341110.63516894495,3970.054125473729,Crazing
518,209,3.235312826293387,46.15269987285963,99355.09227743278,3469.464014989714,Patches
519,226,15.575226853351083,8.054998449566394,223068.76802442395,4015.3711561845957,Pitted
520,186,48.87683788425792,17.85556547447444,76674.28106795496,3018.1206511588,Scratches
521,202,1.19419781743076,36.740082227789756,461748.8039618171,3800.9832371433254,Crazing
522,193,6.823171916439143,16.61578853303445,239144.7789469916,3448.4322804015806,Inclusion
523,172,30.603929210874686,7.6446842458467135,195081.36334766832,3022.6792267154588,Scratches
524,179,5.509539779333666,45.132877886227405,149283.4518024436,3076.597355739302,Pitted
525,201,1.0431635098876972,24.832396244304896,194076.01517687936,3530.818724007127,Rolled
526,232,1.105190328875565,29.212125956479756,124508.61193543814,3926.8055537698406,Inclusion
527,204,7.2895031309166285,25.94746978802202,46956.44291478368,3165.8832427853654,Pitted
528,172,3.606263956281018,43.79280155005911,172485.22991480233,2992.1314879744396,Scratches
529,238,22.810183589150483,17.678633528391703,745319.7831982772,4642.785006758759,Patches
530,228,1.951447533824469,32.27884898600839,295241.7046650818,4143.110435902945,Patches
531,194,1.6860057747622785,49.85897843309559,460636.6194712591,3649.7742986775233,Pitted
532,194,43.843631356874624,22.130680298262803,515403.9591212801,3681.2167542101934,Pitted
533,211,7.667061367084558,12.400127532188973,63278.5206370515,3365.3293610813485,Inclusion
534,192,4.850146215581439,54.67184930941918,370883.5269792219,3552.116479777917,Inclusion
535,205,30.06653688980368,26.44727610560855,227369.01337970005,3647.908605971485,Patches
536,213,17.19806757300049,7.703550820032049,472568.0518729621,4015.084628080258,Crazing
537,201,3.9836801943312556,26.889876882935212,133090.88492919883,3421.4325007219495,Rolled
538,198,10.918332223387377,15.757834574407203,185804.53924833328,3465.67839194908,Inclusion
539,202,1.1012863656524723,56.700298401553496,208911.7964096794,3569.8519553314054,Rolled
540,221,6.217531554613039,14.932610446163416,199144.51327650397,3890.3638215970686,Pitted
541,203,28.799716296607276,12.957046939038007,176417.48565910023,3538.0127091994495,Inclusion
542,193,24.072188899877247,9.183723475688295,264738.9217975202,3476.7426823235346,Rolled
543,202,7.506451936343542,53.73139033253621,352456.61474590877,3722.2714034997716,Pitted
544,246,20.767646819494463,7.571776876152789,233076.6682288266,4386.2894865869475,Patches
545,210,1.0498757067836701,41.65789220654672,179815.74434950642,3665.793562337244,Rolled
546,166,5.505703410651973,32.36550864800475,191609.96667703567,2912.936971260467,Scratches
547,186,1.0958439730732366,19.477912285642468,223946.21825240093,3305.7394567549336,Scratches
548,177,1.0267188438793542,37.02886086841153,151222.1728435955,3045.5168989643066,Crazing
549,194,1.0935926406726315,22.69121021820622,213528.04008512147,3434.5888056717995,Rolled
550,200,2.463219500978184,55.05384497264244,291038.9122275494,3630.170506080851,Scratches
551,233,1.8039540365212372,51.48626344886505,192064.09118104712,4089.4361912222603,Scratches
552,159,3.8974993878420245,58.49856751436791,111279.8518457309,2665.4494277093254,Scratches
553,184,2.5848496317799605,9.270568092768247,220283.78914653114,3265.816699999347,Scratches
554,245,1.0558617163217354,55.4311516116116,62262.38879838596,3901.8879606494793,Patches
555,181,6.376975788380502,22.19726731701265,89230.23569494885,2976.589350471894,Scratches
556,199,8.430819524891586,22.931091524322333,89462.06611751026,3273.3487029778353,Rolled
557,211,1.4268415211861343,11.672860071577064,56228.403276815145,3329.3714177782967,Crazing
558,214,44.54040529348871,11.259788873813175,107821.55704364463,3577.7132303494245,Patches
559,206,1.4097322037925837,39.21991909786502,308801.53779661737,3756.6820047727674,Scratches
560,175,55.00619874796317,17.096878283528234,143833.2770213096,2998.456644451081,Crazing
561,202,3.1983558667944263,22.191657633520315,107717.56935043755,3376.8125991721695,Rolled
562,203,5.187154709034792,13.341507978556802,213510.39991178203,3593.90120414629,Crazing
563,250,1.2491151940849115,45.59747624040989,431954.72295535816,4680.130143239324,Patches
564,218,10.361310961227595,5.272169172684463,20419.589723736903,3121.2512444648632,Inclusion
565,248,28.33554256806809,9.950458735912122,493165.6312061948,4690.104758534579,Patches
566,252,1.231969478021997,35.04935767383235,1704235.4269478566,5216.5746903867675,Patches
567,238,2.5994988860671073,30.662674155586156,470068.2417435596,4484.517543842773,Patches
568,212,3.463719347252316,55.91981721372693,345475.3696416531,3900.423346608822,Scratches
569,229,11.300318558112451,4.827050290056347,88159.84047692792,3761.973984383155,Patches
570,185,12.709860619316562,32.57543320373087,281804.3895768686,3349.301893351865,Scratches
571,210,3.8061798826394497,21.65293311079537,327672.5548939725,3847.598016261462,Crazing
572,177,2.4598734423130795,50.62730829357522,464089.6870080408,3331.8558079585387,Rolled
573,186,57.01620264386867,6.2216309206534355,1058276.2817087364,3722.4709889749975,Inclusion
574,212,5.883442592748466,56.480846414245505,450746.8497857999,3981.775071262094,Pitted
575,212,34.241723472967095,2.9024507603999528,342638.13798882614,3897.901157942181,Crazing
576,222,1.0470891178214679,55.3916154037889,67491.52132337996,3561.4169410485665,Scratches
577,223,3.0687363478282514,51.00698975135901,184319.4505974782,3900.6822815265,Scratches
578,184,1.2418589092566945,5.098294094602425,486260.14689877955,3476.011864699478,Scratches
579,203,1.238254554561168,18.147123116539216,205348.1469470464,3582.4856178077343,Crazing
580,244,6.453869121431279,18.591515362751043,139130.66266843298,4169.003735064145,Patches
581,200,29.36142292744341,1.3364695943743254,390669.7492132717,3715.1180043742515,Inclusion
582,223,28.70409127048389,1.644925517064065,225690.21398212205,3965.828507483088,Crazing
583,203,13.590882972680111,13.93087216676778,55633.21042108328,3200.022724428461,Pitted
584,174,27.6632247627629,24.32887434674634,385721.17191462877,3228.95259309815,Pitted
585,197,3.3925864298344175,43.248153242278086,403137.86752847093,3668.3200144941334,Scratches
586,231,25.09662776440932,4.518581660968827,12840.601206994357,3152.7862054230577,Inclusion
587,200,50.77193039815789,6.22577585425792,712325.2104699633,3888.435305039891,Pitted
588,216,1.1725482783399208,27.47185747871262,151989.4950159693,3718.1402108999446,Crazing
589,198,6.890755769014758,35.9660250781643,164856.88345154238,3431.5092110261703,Inclusion
590,240,6.04085855802597,3.8695896074645546,163108.99612396953,4155.714439002061,Pitted
591,212,2.9934936608351626,33.09203902695926,949739.7470823781,4209.7206138402325,Rolled
592,212,3.413317090950846,17.043149684598035,94317.49085139793,3503.3503962265,Rolled
593,178,1.0253809566448802,34.88077410011346,134245.51290838828,3032.1435528878333,Scratches
594,190,3.6327933909550563,17.82833867749819,165575.05144838235,3294.0538983805127,Rolled
595,205,10.53533232137914,11.858337281822536,61406.56135997727,3260.7515653778255,Crazing
596,207,26.24694424587125,10.162449292445293,120094.17782096654,3492.8779838282103,Patches
597,216,2.1523445393239355,34.324329365898414,92457.04184938742,3563.2430461500503,Rolled
598,198,22.0431212066947,8.759050108637375,192854.4406544745,3476.316262358237,Inclusion
599,191,53.26568261108589,4.03320617736064,503862.27719080134,3618.049955503559,Rolled
600,209,12.649063674704964,13.199268238650545,224884.5918367075,3715.7744859096842,Inclusion
601,234,2.259689551512122,16.756433803973934,30484.055681919046,3485.609533044616,Inclusion
602,205,24.74385221362591,10.29007790291374,122889.4409575269,3465.935294099883,Scratches
603,251,1.2053083651971854,26.53723202614065,668515.3073963028,4857.0008684164,Patches
604,179,10.29762386427064,21.348507823033152,131076.28064549738,3043.008433732366,Crazing
605,182,5.630947942709451,32.63129144962791,157089.01679339554,3141.542547699724,Rolled
606,228,11.557726059212584,39.81227979387992,884660.4905776549,4504.086275777496,Patches
607,199,2.384536759736208,23.608470681604754,194499.42897171498,3496.311872419,Rolled
608,223,3.171785663925265,48.028818839945764,478867.615413098,4207.846618503529,Scratches
609,225,11.066337849490193,41.393917878107175,366318.332036767,4158.616134494029,Patches
610,210,14.82270617869938,5.183121845649751,262505.5806311714,3780.4175992659384,Crazing
611,202,9.404791247744448,22.388367693872198,727754.7260429284,3933.5647410922243,Pitted
612,186,1.2107964679432492,18.489655555166117,528275.483055814,3536.033153218162,Scratches
613,218,15.876685461740237,15.457091493490598,144836.46227074318,3737.406239320671,Patches
614,210,15.078290616844859,35.290324031879216,271614.46542046434,3790.7521658863343,Patches
615,211,3.6885008322501878,48.72822095261209,437474.92385008925,3953.8954084168645,Pitted
616,199,21.029569753365053,14.796966589025281,37124.272812434974,3020.834954120412,Inclusion
617,165,20.684259923840305,30.673364677222086,251552.86071016645,2960.182841677745,Crazing
618,198,15.14616118947719,8.859276538132878,324798.66669249814,3625.2188645644715,Inclusion
619,201,1.990937874312428,31.24134447610941,131698.5344755273,3418.3828329648727,Inclusion
620,197,9.000074471897157,22.40049321074677,60792.98513509651,3130.648596503565,Pitted
621,210,2.384886033294686,34.03327030817454,310791.2233730141,3831.5731098946553,Rolled
622,234,56.14235810314208,8.00200925554028,86943.98635260072,3839.424877961113,Patches
623,212,59.669063469026554,2.3960943864538073,251653.35278561187,3803.508598215962,Crazing
624,219,9.446594129887192,21.541609704882564,217725.53946784054,3883.341095664106,Inclusion
625,194,22.836283101651894,10.887838429944342,155675.16943409076,3346.1467888281654,Inclusion
626,239,1.3909491789851662,27.410307434880576,269224.3190452109,4311.189360946488,Pitted
627,219,16.019905416223967,5.93792969233256,75012.69852583353,3546.6715417241344,Patches
628,220,19.70135525217386,5.163558528278603,234277.79321541113,3924.3293506042282,Scratches
629,189,1.1867535536787313,19.73509700569515,131313.008325726,3213.5009097546276,Scratches
630,180,4.49434309041162,39.53168307162936,205856.85600948764,3177.230755046818,Scratches
631,235,2.703175877555659,18.398886899354878,528291.3452486437,4467.578948636954,Patches
632,243,6.3910254660437955,10.165577391531635,136699.65752902787,4145.737975036219,Pitted
633,235,14.859253266638822,7.441512311462537,214234.25550666297,4161.574969206452,Patches
634,190,6.981555846018539,8.017132584537592,22097.196168463804,2741.99938348229,Rolled
635,185,6.4910465271665885,34.67461481206118,197205.57211119248,3254.0280462559276,Rolled
636,197,4.779133597207901,25.76067098630009,674518.4110256607,3814.6091644314847,Inclusion
637,209,18.91913996762341,4.351646151388631,95789.84389068144,3458.4452821403474,Rolled
638,195,34.91360899088333,15.575956400437422,86050.02050504138,3196.613143541575,Inclusion
639,222,30.068001281045643,8.93837123828881,135762.02936191807,3785.259953198274,Patches
640,204,3.956606530410019,8.369531617543506,167492.8061104643,3540.162879818345,Rolled
641,192,2.1917601992899645,28.08673335349387,37145.22690189428,2914.730729928688,Rolled
642,205,1.413682012307456,28.418336711892938,131285.86814307637,3485.4821814484885,Rolled
643,218,4.057323758245918,8.399130811611192,265236.362809597,3927.688353112882,Rolled
644,211,9.166457876838319,13.130729947678965,636093.3953634164,4067.8434861657524,Rolled
645,198,2.480252828514327,55.494799190941166,1369874.8131721849,4036.3513001432298,Inclusion
646,208,19.27159166614136,22.647805505308114,172518.53403044355,3618.449501977181,Inclusion
647,194,44.4082135649625,8.6433923144974,392089.454313729,3604.679722898454,Pitted
648,230,40.1906981454061,8.192879634809836,155012.11885539463,3965.664941393079,Patches
649,187,17.45870688030078,2.118486698315301,130776.17512903512,3178.3904189493637,Inclusion
650,198,41.341114749997104,10.383772629769904,942582.8097648122,3929.5594493220833,Pitted
651,210,16.2166809601227,51.165556595635216,492795.08207861864,3971.231949920131,Patches
652,193,13.036851658285057,4.467113755864553,147159.77764629526,3313.2356080672366,Crazing
653,212,29.704081421574198,5.444215589460105,153337.03071266323,3651.985484005384,Crazing
654,234,4.8595759747178455,40.599462506125136,645545.4730657366,4516.237252535709,Patches
655,202,15.150772305270493,15.483981846011773,176551.5241014037,3520.805409463537,Rolled
656,213,1.3902183125876149,27.705377942647278,236324.46947259564,3802.13722153935,Crazing
657,193,9.175795132613164,8.553401795990704,61583.314998992624,3070.678618354722,Inclusion
658,225,1.206421083454041,10.379280683297099,248553.75283741043,4032.719631156328,Inclusion
659,224,1.138199524760606,43.02978567767899,353085.14575365203,4128.2430790311155,Inclusion
660,190,28.07743658565878,22.68473619412429,281010.25716158724,3439.0500204806394,Crazing
661,218,11.987736211724684,52.77889498733046,124951.57753771447,3690.9600906808137,Patches
662,185,43.977796893367056,7.429041530668625,196616.75441983365,3253.229946637251,Inclusion
663,242,7.2010998689498855,36.20095112780521,601044.986230526,4645.701454989446,Patches
664,221,2.239063549313058,45.215269883216735,442330.9988216739,4144.8034683581445,Inclusion
665,197,1.2110015213532546,51.55621150425113,155394.93310973787,3397.379247719726,Crazing
