Indice,Numero de clusters,sp,sr,D.V.Index,evaluacion,defecto
290,183,9.465269503282736,22.4412539728853,553912.8182521012,3491.5117900417945,Crazing
291,188,2.7302303429428525,35.74025906932336,62942.58369071844,2997.0487705811433,Rolled
292,220,3.3049741548881215,19.14197721116407,127307.40738217963,3730.7505046541332,Rolled
293,188,9.717991242043764,6.243518807840308,17764.79547508714,2653.945890228421,Crazing
294,251,48.35262842259418,1.1746847958372921,246385.5715965311,4495.550120334491,Patches
295,213,2.145708775732531,44.6811079786236,630208.4311865816,4103.545009865864,Inclusion
296,154,34.12190072437031,3.403526499805123,385294.3565402208,2857.562635502197,Scratches
297,231,1.1729076114034296,39.21302474569761,285435.80090912216,4186.368364158875,Inclusion
298,192,17.02132279009276,5.345535460419896,338278.2699088748,3526.627388097625,Pitted
299,177,11.04627134123352,24.112758575602925,333051.46291300986,3247.133250020069,Crazing
300,221,5.998124048961471,20.38966691570507,198129.0481452666,3888.733876012685,Inclusion
301,187,10.558384411216885,21.097055762739842,51907.34081583036,2929.102729652503,Inclusion
302,209,2.1460810644024524,51.32147554932623,89049.39915612659,3436.444515629183,Patches
303,235,1.5109350969942605,38.05487692088902,85293.06367541541,3849.3330882238783,Scratches
304,225,19.713981295960295,25.41365356914589,894796.5752682869,4448.520047046125,Patches
305,248,1.07878274681822,55.35803902441238,199645.88935611316,4366.556792838868,Patches
306,213,4.856345229566192,16.659602726233928,183795.59584025483,3724.8891889718684,Inclusion
307,215,3.07397996063131,39.44602806263971,219476.58694749273,3814.8971168783605,Scratches
308,152,56.37779953440842,8.357514112251575,403950.95039646776,2830.8207310944217,Pitted
309,242,1.107346823522878,13.235565212839347,883851.1583355148,4780.333426902316,Pitted
310,179,1.0474431900362469,46.93965686692444,224665.4107000973,3182.157911486015,Rolled
311,218,10.040728243134422,5.314082695825809,571524.8784606301,4169.131576887835,Inclusion
312,207,13.809234544270016,29.51060734735183,648423.1565183564,3996.4612501757633,Patches
313,218,12.48421479922846,27.494972840622232,846519.2285345608,4292.677962341391,Pitted
314,209,12.262458848959387,12.154131818452068,96378.8180435742,3460.2935539969744,Patches
315,179,1.156527445469994,18.02620386445501,656074.2702561569,3458.9064315196583,Scratches
316,195,24.06321270900809,35.263559738198566,337264.2519986786,3580.886377344421,Inclusion
317,211,48.98662644412456,9.939050847110654,127581.16898344821,3578.782790059233,Inclusion
318,212,1.0031897666129623,34.13422272396899,139965.07680667113,3624.0779633818793,Crazing
319,220,9.136188901282225,11.757808970400058,148713.46518775914,3780.0786662883515,Pitted
320,247,2.2623585718616894,16.765055778832856,63936.43675871218,3943.1946286000225,Patches
321,174,3.326435209688765,55.434118218732706,529224.1597216675,3308.3523753088484,Scratches
322,193,2.8417819981473453,36.9674974860622,217355.83342219915,3421.8319629307716,Inclusion
323,182,20.770896479819626,20.00746103577148,447448.2846179472,3416.3877788009286,Crazing
324,205,1.2154586094873614,38.68840291610254,187607.11678755225,3591.0577814133367,Rolled
325,215,1.1990818503772345,19.098711665003197,413827.2822108753,4011.613885459911,Crazing
326,192,48.60108726046225,16.98587450060403,210780.36032004224,3395.5931372272667,Inclusion
327,145,6.453689848163645,23.846166628115235,204911.72704078068,2558.473238796391,Rolled
328,242,16.254250023999003,9.413840410604022,168188.32514390445,4201.051765264852,Patches
329,193,7.295230994077514,21.56597363494741,241296.93835335618,3450.9268663600096,Crazing
330,218,28.3253405862473,4.442645975946729,577176.047269894,4172.226115040092,Pitted
331,239,20.1764119967403,3.6617350829677697,367633.14898636064,4418.609852539082,Patches
