Path,sp,sr,k,optimized_score,real_score
metal_dataset/train/Pitted/PS_249.bmp,15.086738663072904,49.999973822047856,2,4.215686274509804,1.0338882282996433
metal_dataset/train/Crazing/Cr_293.bmp,47.410150729365924,48.299629940242816,2,45.25,1.0288018433179724
metal_dataset/train/Crazing/Cr_229.bmp,48.75549340859803,40.82692987802817,3,48.333333333333336,1.02012297372834
metal_dataset/train/Crazing/Cr_96.bmp,48.218471505466894,36.59235549640821,2,35.2,1.0279232111692844
metal_dataset/train/Pitted/PS_268.bmp,8.044598731274409,48.71394069181929,9,17.466666666666665,1.0544090056285178
metal_dataset/train/Inclusion/In_247.bmp,28.143212187591466,35.534994332541544,5,8.166666666666666,1.227542372881356
metal_dataset/train/Crazing/Cr_60.bmp,7.8171820163649945,43.38800357660101,6,63.57142857142857,1.0486257928118394
metal_dataset/train/Inclusion/In_4.bmp,29.97831746533149,46.38209173146811,4,70.0,1.267702147099132
metal_dataset/train/Pitted/PS_243.bmp,3.6494609801968374,49.62586756864206,7,72.0,1.0430563978168588
metal_dataset/train/Rolled/RS_213.bmp,18.82376826011588,47.957861804875286,2,48.9,1.0715426381347812
metal_dataset/train/Pitted/PS_96.bmp,9.86246685213787,49.12549485723568,28,24.94736842105263,1.0874615647420567
metal_dataset/train/Scratches/Sc_254.bmp,4.066772020850278,42.3894137068694,14,95.0,1.1932230738200889
metal_dataset/train/Pitted/PS_146.bmp,35.71199753023525,41.64218053899914,6,19.24561403508772,1.0376607470912431
metal_dataset/train/Inclusion/In_259.bmp,49.97150919493711,48.85597389341147,4,24.75,1.259846084200996
metal_dataset/train/Pitted/PS_54.bmp,3.472554768767196,49.95886949129458,2,32.0,1.1049317943336832
metal_dataset/train/Scratches/Sc_214.bmp,20.217564591063095,24.322624225604372,2,43.25,1.209451341609932
metal_dataset/train/Scratches/Sc_211.bmp,3.1934491395640277,34.29567017287968,2,34.142857142857146,1.1939090208172707
metal_dataset/train/Patches/Pa_35.bmp,26.409714983427033,44.90227572278269,2,20.833333333333332,1.0327260458839407
metal_dataset/train/Patches/Pa_135.bmp,36.459129139619016,40.92374752725377,2,139.5,1.0278260869565217
metal_dataset/train/Pitted/PS_245.bmp,15.305914812241996,2.1893130976804045,3,4.669354838709677,1.096687855470057
metal_dataset/train/Scratches/Sc_72.bmp,33.815119432793786,48.2704935941213,2,36.75,1.1109943977591037
metal_dataset/train/Crazing/Cr_189.bmp,48.266204386649676,48.20719976412341,3,57.46666666666667,1.0236063708759955
metal_dataset/train/Pitted/PS_35.bmp,2.0563229997418775,49.78964891915297,16,45.5,1.1066997518610422
metal_dataset/train/Rolled/RS_288.bmp,49.026560746299424,48.00331512676661,2,19.782608695652176,1.0882638215324927
metal_dataset/train/Inclusion/In_85.bmp,4.234642705215666,40.247471413454065,2,42.25,1.3566362715298885
metal_dataset/train/Crazing/Cr_211.bmp,10.228188914754206,48.32120064842197,7,14.75,1.0488698839340256
metal_dataset/train/Pitted/PS_195.bmp,5.098372032517039,37.30126408529528,13,105.0,1.478082992402104
metal_dataset/train/Crazing/Cr_97.bmp,30.92173299808055,48.645591978744825,2,27.8,1.0259890268553278
metal_dataset/train/Crazing/Cr_245.bmp,5.662823309728027,48.080737943828545,18,28.657894736842106,1.0306004618937645
metal_dataset/train/Patches/Pa_150.bmp,1.0345897880834873,47.31599475713574,10,23.0,1.0603076923076924
metal_dataset/train/Pitted/PS_66.bmp,8.610684452667735,48.030699504105996,28,30.0,1.0630427790286265
metal_dataset/train/Inclusion/In_207.bmp,1.5719842646557551,48.26948838106955,2,50.666666666666664,1.261388766032729
metal_dataset/train/Crazing/Cr_92.bmp,45.800111198166626,44.73191260567026,3,29.394736842105264,1.0256336405529953
metal_dataset/train/Scratches/Sc_160.bmp,22.874530746408826,46.57473950845732,2,20.642857142857142,1.2245881880273202
metal_dataset/train/Rolled/RS_292.bmp,49.98150507946645,48.13668876170669,2,64.08333333333333,1.065632072421597
metal_dataset/train/Pitted/PS_90.bmp,14.356180023495657,47.35011276400727,2,27.0,1.1123355847849272
metal_dataset/train/Inclusion/In_88.bmp,4.126891481735143,49.03159772331865,2,49.0,1.2954333643988816
metal_dataset/train/Pitted/PS_247.bmp,1.0506590020855713,42.411922753169286,2,10.955555555555556,1.0341880341880343
metal_dataset/train/Scratches/Sc_244.bmp,18.31850183959769,44.774505246687895,2,106.0,1.4262905800957957
metal_dataset/train/Crazing/Cr_247.bmp,49.14421657370927,49.090434794987075,3,48.319148936170215,1.026473099914603
metal_dataset/train/Scratches/Sc_222.bmp,22.928371597052482,31.159870824582235,2,133.0,1.4302264349657714
metal_dataset/train/Patches/Pa_270.bmp,1.432406362746092,45.83916591999394,2,565.5,1.034256559766764
metal_dataset/train/Scratches/Sc_268.bmp,20.96663061716204,36.802811775829866,2,53.5,1.3006802721088435
metal_dataset/train/Rolled/RS_26.bmp,47.44968493331135,48.727034123875896,3,21.65,1.0839091806515302
metal_dataset/train/Rolled/RS_284.bmp,39.36062740069619,47.91970631785598,2,71.06666666666666,1.0731391585760517
metal_dataset/train/Inclusion/In_122.bmp,49.86010274637338,47.95569052224533,2,49.5,1.156576980568012
metal_dataset/train/Rolled/RS_234.bmp,38.99980952276341,47.37078621480869,2,23.636363636363637,1.0962585034013606
metal_dataset/train/Rolled/RS_49.bmp,48.9311717539925,40.297471041319795,5,58.733333333333334,1.071608832807571
metal_dataset/train/Rolled/RS_133.bmp,3.7388735655459797,46.00441156676905,5,18.976744186046513,1.0668144395186827
metal_dataset/train/Patches/Pa_266.bmp,3.358803338488644,48.75162158161403,16,11.384615384615385,1.04087766756838
metal_dataset/train/Rolled/RS_235.bmp,1.2488847455689691,49.02096942408389,6,22.428571428571427,1.093140551445864
metal_dataset/train/Scratches/Sc_178.bmp,2.827227963111511,29.502978643761043,2,21.5,1.2604032604032605
metal_dataset/train/Inclusion/In_73.bmp,1.2821779922601024,46.102518689532005,6,39.111111111111114,1.4341957255343083
metal_dataset/train/Inclusion/In_217.bmp,24.37193350971128,46.764418061714636,2,23.0,1.5605442176870747
metal_dataset/train/Rolled/RS_274.bmp,18.26632361242966,48.5888070857435,6,97.83333333333333,1.0799086757990868
